trip_id,trip_datetime,driver_id,vehicle_id,pickup_zone,dropoff_zone,distance_km,duration_min,fare_amount,payment,platform
T22002262,07/09/2025 23:32,DR-1053,VH-028,Port,North,19.2,86.7,EUR 49.76,CASH,RideGo
T22002263,12/09/2025 13:23,DR-1014,VH-036,East,Airport,19.54,72.8,EUR 46.26,CASH,RideGo
T22002264,03/10/2025 09:08,DR-1038,VH-020,Centre,North,1.3,9.0,EUR 7.42,Card,Direct
T22002265,17/11/2025 08:41,DR-1044,VH-029,Centre,East,8.36,40.4,EUR 24.33,card,RideGo
T22002266,05/08/2025 07:13,DR-1043,VH-014,Port,East,10.42,51.6,EUR 29.83,card,CityHail
T22002267,02/09/2025 03:28,DR-1025,VH-018,Airport,West,6.28,33.7,EUR 20.06,CASH,CityHail
T22002268,27/07/2025 23:29,DR-1003,VH-005,Suburbs,Airport,4.86,25.2,EUR 16.04,cash,Direct
T22002269,30/12/2025 03:25,DR-1008,VH-026,Centre,West,2.44,14.0,EUR 10.13,cash,CityHail
T22002270,30/09/2025 14:28,DR-1036,VH-037, Suburbs ,North,2.14,12.2,EUR 9.28,wallet,RideGo
T22002271,22/11/2025 06:59,DR-1010,VH-020,Airport,NULL,2.78,12.3,EUR 10.04,CASH,CityHail
T22002272,29/12/2025 04:42,DR-1024,VH-008,Port,North,8.73,38.7,EUR 24.28,card,Direct
T22002273,03/07/2025 10:11,DR-1013,VH-040,Suburbs,North,1.83,12.2,EUR 8.92,cash,CityHail
T22002274,16/08/2025 20:33,DR-1027,VH-017,Airport,East,7.07,25.2,EUR 18.59,cash,RideGo
T22002275,27/07/2025 11:31,DR-1046,VH-022,North,North,18.82,52.4,EUR 39.71,CASH,RideGo
T22002276,28/12/2025 06:10,DR-1059,VH-032,Suburbs,Centre,6.05,30.1,EUR 18.79,CASH,CityHail
T22002277,25/12/2025 12:02,DR-1068,VH-014,Centre,Port,7.69,21.6,EUR 18.29,card,RideGo
T22002278,26/11/2025 07:37,DR-1032,VH-009, Centre ,Airport,5.98,28.9,EUR 18.37,wallet,Direct
T22002279,08/08/2025 19:27,DR-1010,VH-032,North,North,1.51,8.2,EUR 7.43,Card,Direct
T22002280,05/09/2025 23:50,DR-1038,VH-013,Centre,East,1.87,10.3,EUR 8.43,wallet,CityHail
T22002281,11/11/2025 01:50,DR-1049,VH-004,Suburbs,Airport,5.01,23.2,EUR 15.66,cash,RideGo
T22002282,20/09/2025 00:15,DR-1054,VH-014,West,Airport,6.31,23.4,EUR 17.21,wallet,RideGo
T22002283,21/11/2025 04:14,DR-1038,VH-019,North,West,7.17,27.2,EUR 19.26,wallet,Direct
T22002284,07/09/2025 22:52,DR-1060,VH-011,Suburbs,Port,1.66,12.1,EUR 8.70,cash,CityHail
T22002285,15/11/2025 18:23,DR-1019,VH-025,North,Port,8.25,30.9,EUR 21.54,wallet,RideGo
T22002286,20/07/2025 17:22,DR-1022,VH-002,Airport,Airport,5.04,22.4,EUR 15.47,Card,RideGo
T22002287,14/10/2025 13:01,DR-1004,VH-028,Port,Airport,17.32,60.2,EUR 40.17,wallet,RideGo
T22002288,10/10/2025 20:59,DR-1059,VH-018,North,East,6.91,22.0,EUR 17.51,CASH,Direct
T22002289,20/11/2025 12:27,DR-1042,VH-017,Airport,Port,1.86,9.4,EUR 8.17,card,RideGo
T22002290,10/07/2025 01:01,DR-1033,VH-037,Centre,Suburbs,8.22,25.0,EUR 19.85,card,Direct
T22002291,12/08/2025 21:50,DR-1026,VH-037,Centre,Airport,5.48,19.6,EUR 15.19,CASH,RideGo
T22002292,22/10/2025 15:25,DR-1021,VH-001,Airport,Centre,9.33,46.7,EUR 27.21,Card,RideGo
T22002293,26/09/2025 22:24,DR-1053,VH-027, Centre ,Port,2.8,13.6,EUR 10.43,Card,RideGo
T22002294,12/08/2025 04:46,DR-1037,VH-006,East,West,8.82,33.0,EUR 22.78,card,CityHail
T22002295,24/07/2025 14:09,DR-1050,VH-006,Centre,Suburbs,7.96,36.9,EUR 22.89,cash,Direct
T22002296,05/07/2025 23:10,DR-1022,VH-030,Suburbs,NULL,11.13,36.9,EUR 26.53,cash,RideGo
T22002297,11/09/2025 06:50,DR-1040,VH-018,West,Airport,7.89,33.8,EUR 21.94,card,RideGo
T22002298,21/12/2025 21:05,DR-1002,VH-010,East,North,4.56,23.5,EUR 15.22,wallet,Direct
T22002299,06/10/2025 03:25,DR-1043,VH-032,North,West,3.96,19.8,EUR 13.50,CASH,CityHail
T22002300,05/08/2025 18:08,DR-1051,VH-040,Airport,North,1.8,12.2,EUR 8.89,Card,Direct
T22002301,15/08/2025 07:17,DR-1044,VH-027,East,West,7.86,33.8,EUR 21.90,cash,Direct
T22002302,30/12/2025 12:21,DR-1016,VH-010,Centre,East,6.86,27.0,EUR 18.85,Card,RideGo
T22002303,12/07/2025 05:29,DR-1039,VH-022,Airport,North,6.68,17.7,EUR 16.04,wallet,RideGo
T22002304,13/08/2025 15:50,DR-1030,VH-005,West,Port,12.75,42.0,EUR 29.82,CASH,RideGo
T22002305,03/09/2025 01:34,DR-1009,VH-033,Centre,Suburbs,4.24,15.5,EUR 12.62,cash,CityHail
T22002306,10/08/2025 22:44,DR-1043,VH-006,Port,East,3.68,18.0,EUR 12.67,Card,CityHail
T22002307,11/10/2025 12:34,DR-1057,VH-032,East,North,9.34,36.0,EUR 24.22,CASH,RideGo
T22002308,14/12/2025 17:03,DR-1016,VH-014,Suburbs,Centre,9.4,37.7,EUR 24.77,cash,RideGo
T22002309,31/12/2025 10:45,DR-1004,VH-013,North,Port,2.0,11.3,EUR 8.86,cash,CityHail
T22002310,13/07/2025 16:34,DR-1021,VH-028,Suburbs,Port,7.13,25.2,EUR 18.66,cash,RideGo
T22002311,12/12/2025 05:33,DR-1016,VH-031,East,Airport,6.9,31.2,EUR 20.07,CASH,CityHail
T22002312,02/08/2025 20:03,DR-1043,VH-013, Centre ,Centre,4.68,17.1,EUR 13.57,Card,RideGo
T22002313,15/12/2025 11:31,DR-1024,VH-006,Airport,Centre,3.99,22.6,EUR 14.32,wallet,Direct
T22002314,11/09/2025 17:37,DR-1017,VH-041,North,Airport,8.85,39.9,EUR 24.75,card,Direct
T22002315,30/07/2025 23:18,DR-1063,VH-012,Airport,Airport,4.87,23.1,EUR 15.47,wallet,CityHail
T22002316,22/08/2025 12:34,DR-1056,VH-029,Airport,North,5.11,22.4,EUR 15.55,Card,Direct
T22002317,10/10/2025 11:45,DR-1015,VH-008,Airport,East,4.55,22.2,EUR 14.85,CASH,RideGo
T22002318,09/10/2025 18:35,DR-1040,VH-013, North ,Centre,9.27,43.6,EUR 26.27,Card,Direct
T22002319,21/11/2025 14:15,DR-1007,VH-003,Airport,North,12.73,40.0,EUR 29.24,Card,Direct
T22002320,14/09/2025 01:36,DR-1053,VH-028, East ,West,1.74,11.1,EUR 8.51,Card,CityHail
T22002321,12/09/2025 17:05,DR-1020,VH-018,North,Centre,12.83,36.0,EUR 28.23,cash,RideGo
T22002322,07/12/2025 02:10,DR-1019,VH-006,Centre,West,1.56,8.0,EUR 7.43,Card,Direct
T22002323,24/12/2025 10:14,DR-1023,VH-026,Suburbs,Centre,7.43,31.7,EUR 20.82,card,Direct
T22002324,11/07/2025 14:13,DR-1037,VH-039,Centre,East,5.71,15.4,EUR 14.28,wallet,RideGo
T22002325,07/07/2025 05:04,DR-1064,VH-010,East,Port,4.07,12.8,EUR 11.66,card,CityHail
T22002326,25/11/2025 04:46,DR-1037,VH-003,Centre,Airport,4.59,23.4,EUR 15.23,CASH,CityHail
T22002327,04/08/2025 16:42,DR-1056,VH-028,Centre,Airport,2.57,8.3,EUR 8.68,wallet,RideGo
T22002328,26/09/2025 01:14,DR-1063,VH-020, Port ,Airport,5.93,31.2,EUR 18.96,CASH,CityHail
T22002329,14/09/2025 13:18,DR-1041,VH-021, North ,Suburbs,7.39,21.7,EUR 17.97,card,CityHail
T22002330,15/08/2025 15:27,DR-1003,VH-006,Airport,East,9.26,30.2,EUR 22.51,CASH,Direct
T22002331,01/08/2025 19:50,DR-1046,VH-015,Suburbs,East,7.65,36.5,EUR 22.42,card,RideGo
T22002332,28/11/2025 16:53,DR-1011,VH-023,Suburbs,Port,10.25,33.0,EUR 24.43,wallet,RideGo
T22002333,09/11/2025 21:49,DR-1009,VH-004,North,West,6.92,34.4,EUR 20.99,Card,Direct
T22002334,16/07/2025 14:47,DR-1051,VH-024,Airport,West,2.54,13.0,EUR 9.96,cash,CityHail
T22002335,05/10/2025 10:43,DR-1053,VH-035,North,Airport,5.8,15.1,EUR 14.30,wallet,RideGo
T22002336,25/09/2025 09:45,DR-1035,VH-007,Port,Port,1.98,11.4,EUR 8.87,CASH,RideGo
T22002337,17/07/2025 00:32,DR-1014,VH-020,North,Centre,11.57,53.5,EUR 31.69,card,RideGo
T22002338,12/12/2025 06:25,DR-1011,VH-002,Centre,Suburbs,2.2,8.5,EUR 8.31,cash,CityHail
T22002339,29/09/2025 09:47,DR-1006,VH-040,Centre,East,16.39,57.5,EUR 38.35,card,CityHail
T22002340,12/10/2025 16:31,DR-1012,VH-034,Centre,Suburbs,1.19,5.8,EUR 6.39,CASH,RideGo
T22002341,20/07/2025 20:12,DR-1048,VH-008, Port ,East,15.66,55.0,EUR 36.81,cash,Direct
T22002342,29/07/2025 18:04,DR-1032,VH-042,Airport,West,18.97,58.3,EUR 41.54,Card,RideGo
T22002343,21/11/2025 20:26,DR-1008,VH-042,West,Port,2.83,15.3,EUR 10.94,Card,CityHail
T22002344,30/07/2025 23:29,DR-1007,VH-040,Suburbs,West,5.82,30.5,EUR 18.63,wallet,RideGo
T22002345,10/09/2025 22:14,DR-1053,VH-021,North,North,4.93,18.2,EUR 14.17,Card,CityHail
T22002346,10/07/2025 20:36,DR-1037,VH-019,North,East,3.28,17.9,EUR 12.18,Card,RideGo
T22002347,29/12/2025 23:33,DR-1039,VH-003,Suburbs,Port,7.68,24.3,EUR 19.04,cash,RideGo
T22002348,09/12/2025 18:45,DR-1025,VH-018,Port,North,3.39,15.1,EUR 11.53,cash,Direct
T22002349,29/12/2025 01:04,DR-1019,VH-023, West ,North,18.32,86.7,EUR 48.74,cash,Direct
T22002350,06/07/2025 09:18,DR-1052,VH-017,Centre,Suburbs,5.23,14.4,EUR 13.45,CASH,CityHail
T22002351,25/11/2025 02:40,DR-1032,VH-016,West,Port,4.09,21.1,EUR 14.01,cash,Direct
T22002352,21/09/2025 18:25,DR-1024,VH-028,East,Centre,10.75,38.0,EUR 26.40,Card,RideGo
T22002353,12/12/2025 20:20,DR-1010,VH-035,Port,Centre,9.35,28.8,EUR 22.22,CASH,CityHail
T22002354,21/08/2025 17:18,DR-1027,VH-014,Centre,North,7.47,22.2,EUR 18.21,cash,RideGo
T22002355,01/10/2025 09:07,DR-1050,VH-016,Port,West,7.87,24.9,EUR 19.42,card,RideGo
T22002356,10/12/2025 12:49,DR-1055,VH-001,North,West,1.99,13.5,EUR 9.47,Card,CityHail
T22002357,23/09/2025 00:44,DR-1041,VH-042,Centre,West,9.34,32.2,EUR 23.16,card,RideGo
T22002358,26/12/2025 19:57,DR-1063,VH-031, North ,Airport,26.07,88.6,EUR 58.19,card,RideGo
T22002359,06/11/2025 04:07,DR-1062,VH-029,Port,Airport,7.03,30.5,EUR 20.02,wallet,RideGo
T22002360,16/12/2025 12:36,DR-1054,VH-013,Suburbs,Airport,13.67,46.8,EUR 32.22,Card,RideGo
T22002361,07/11/2025 00:36,DR-1033,VH-004,West,Centre,12.69,48.5,EUR 31.57,cash,RideGo
T22002362,22/12/2025 19:45,DR-1003,VH-030,Port,Port,17.4,62.0,EUR 40.77,CASH,CityHail
T22002363,28/11/2025 11:12,DR-1063,VH-039, Suburbs ,West,7.79,29.4,EUR 20.59,wallet,CityHail
T22002364,09/11/2025 00:26,DR-1065,VH-006, Centre ,East,1.29,10.2,EUR 7.74,cash,CityHail
T22002365,13/11/2025 11:35,DR-1015,VH-012,West,Suburbs,10.34,33.3,EUR 24.62,Card,Direct
T22002366,16/09/2025 16:32,DR-1045,VH-021,Airport,Port,6.21,26.9,EUR 18.07,card,RideGo
T22002367,14/10/2025 06:31,DR-1050,VH-026,North,Centre,5.24,20.1,EUR 15.05,Card,CityHail
T22002368,10/11/2025 00:02,DR-1026,VH-014, Suburbs ,West,5.03,13.7,EUR 13.02,cash,RideGo
T22002369,26/10/2025 05:59,DR-1005,VH-008,North,Port,8.77,26.3,EUR 20.85,wallet,RideGo
T22002370,29/08/2025 13:06,DR-1029,VH-033,Suburbs,East,12.42,41.9,EUR 29.42,CASH,RideGo
T22002371,13/09/2025 06:14,DR-1042,VH-002,Airport,Centre,1.35,8.4,EUR 7.30,cash,CityHail
T22002372,01/12/2025 07:15,DR-1038,VH-015,East,West,6.02,20.1,EUR 15.95,CASH,CityHail
T22002373,07/12/2025 20:23,DR-1028,VH-001,Centre,North,10.47,28.0,EUR 23.28,CASH,RideGo
T22002374,24/09/2025 00:32,DR-1068,VH-020,Centre,Suburbs,1.0,5.8,EUR 6.17,CASH,CityHail
T22002375,13/10/2025 16:32,DR-1016,VH-030,West,North,27.51,95.1,EUR 61.66,card,RideGo
T22002376,07/08/2025 12:33,DR-1011,VH-033,West,East,7.5,30.3,EUR 20.51,cash,RideGo
T22002377,01/08/2025 01:18,DR-1042,VH-026,Port,Port,2.49,13.0,EUR 9.90,card,CityHail
T22002378,29/07/2025 07:19,DR-1016,VH-024,West,East,25.86,89.0,EUR 58.06,wallet,RideGo
T22002379,29/08/2025 12:00,DR-1068,VH-001,West,Airport,9.74,47.3,EUR 27.84,CASH,RideGo
T22002380,17/07/2025 02:07,DR-1057,VH-019, West ,Centre,2.45,8.2,EUR 8.51,Card,Direct
T22002381,23/12/2025 12:12,DR-1001,VH-004,West,Airport,12.4,41.5,EUR 29.28,wallet,RideGo
T22002382,13/10/2025 17:01,DR-1022,VH-003,Suburbs,West,9.02,41.9,EUR 25.51,card,RideGo
T22002383,06/07/2025 20:48,DR-1031,VH-016,Centre,East,11.3,47.5,EUR 29.70,wallet,RideGo
T22002384,03/12/2025 06:24,DR-1068,VH-032,North,Centre,5.27,22.1,EUR 15.65,card,Direct
T22002385,27/12/2025 05:58,DR-1019,VH-033,Port,North,1.7,11.6,EUR 8.60,CASH,RideGo
T22002386,11/08/2025 22:17,DR-1004,VH-021, Suburbs ,East,2.81,12.2,EUR 10.05,Card,CityHail
T22002387,07/07/2025 23:09,DR-1062,VH-030,Suburbs,Centre,4.8,16.5,EUR 13.54,cash,RideGo
T22002388,29/10/2025 19:42,DR-1040,VH-020,Port,Port,8.8,38.5,EUR 24.30,cash,RideGo
T22002389,26/10/2025 11:24,DR-1042,VH-011,Port,East,2.3,11.6,EUR 9.29,CASH,Direct
T22002390,21/11/2025 22:21,DR-1050,VH-029, Port ,East,4.86,25.5,EUR 16.13,wallet,RideGo
T22002391,26/07/2025 04:31,DR-1052,VH-025,North,Airport,8.54,22.4,EUR 19.49,cash,CityHail
T22002392,18/07/2025 09:39,DR-1066,VH-033,North,Port,1.8,11.2,EUR 8.61,wallet,Direct
T22002393,14/12/2025 05:58,DR-1067,VH-034,Airport,Port,7.83,27.5,EUR 20.10,cash,Direct
T22002394,18/11/2025 14:18,DR-1044,VH-009,West,Suburbs,4.66,17.2,EUR 13.58,cash,CityHail
T22002395,13/09/2025 05:39,DR-1034,VH-002, West ,North,3.28,14.5,EUR 11.23,Card,CityHail
T22002396,01/12/2025 12:08,DR-1012,VH-019,Suburbs,East,4.18,21.8,EUR 14.31,wallet,Direct
T22002397,08/08/2025 21:55,DR-1024,VH-035,West,West,1.53,9.9,EUR 7.93,wallet,CityHail
T22002398,19/08/2025 10:56,DR-1065,VH-038, East ,Port,10.47,30.8,EUR 24.06,cash,RideGo
T22002399,20/12/2025 06:57,DR-1063,VH-012,East,Airport,14.38,48.1,EUR 33.40,card,RideGo
T22002400,21/10/2025 18:57,DR-1036,VH-010,West,Suburbs,9.65,32.9,EUR 23.71,CASH,RideGo
T22002401,02/10/2025 10:20,DR-1063,VH-040, West ,West,7.26,21.8,EUR 17.85,card,Direct
T22002402,31/12/2025 22:28,DR-1020,VH-004, Suburbs ,North,15.09,58.3,EUR 37.08,wallet,RideGo
T22002403,01/12/2025 18:58,DR-1010,VH-035,Airport,East,1.25,8.0,EUR 7.08,wallet,CityHail
T22002404,11/08/2025 04:09,DR-1001,VH-016,Suburbs,North,7.44,31.3,EUR 20.72,Card,CityHail
T22002405,23/12/2025 06:46,DR-1040,VH-029,Suburbs,North,12.23,52.5,EUR 32.16,card,RideGo
T22002406,20/09/2025 11:11,DR-1042,VH-031,East,West,9.37,41.5,EUR 25.80,card,RideGo
T22002407,11/07/2025 08:02,DR-1012,VH-024,Airport,East,2.95,12.7,EUR 10.35,wallet,CityHail
T22002408,12/07/2025 01:57,DR-1050,VH-002,Suburbs,North,7.0,31.0,EUR 20.13,wallet,RideGo
T22002409,11/09/2025 16:01,DR-1026,VH-030,North,West,4.48,17.5,EUR 13.45,CASH,RideGo
T22002410,28/07/2025 02:33,DR-1063,VH-038, West ,West,5.55,22.4,EUR 16.05,CASH,CityHail
T22002411,24/07/2025 23:46,DR-1029,VH-029,Port,Centre,7.73,26.2,EUR 19.63,card,CityHail
T22002412,06/09/2025 07:07,DR-1041,VH-021,West,Airport,3.12,14.0,EUR 10.91,card,RideGo
T22002413,28/09/2025 14:27,DR-1046,VH-039,West,Airport,12.91,62.4,EUR 35.72,wallet,RideGo
T22002414,07/11/2025 17:52,DR-1032,VH-016,West,Airport,15.27,68.0,EUR 40.00,card,RideGo
T22002415,01/07/2025 22:08,DR-1047,VH-038,North,Airport,4.51,16.5,EUR 13.21,card,Direct
T22002416,11/11/2025 02:16,DR-1015,VH-027,West,West,8.29,37.6,EUR 23.46,cash,RideGo
T22002417,12/08/2025 19:54,DR-1022,VH-005,West,Suburbs,2.79,12.9,EUR 10.22,cash,CityHail
T22002418,06/07/2025 01:29,DR-1029,VH-018,Centre,Port,5.65,24.0,EUR 16.62,card,CityHail
T22002419,17/10/2025 14:57,DR-1005,VH-009, North ,Airport,2.57,13.6,EUR 10.16,Card,RideGo
T22002420,07/07/2025 20:34,DR-1002,VH-012,East,East,4.01,19.4,EUR 13.44,card,CityHail
T22002421,02/07/2025 09:23,DR-1022,VH-018,Port,Airport,8.54,36.4,EUR 23.41,cash,RideGo
T22002422,30/07/2025 23:39,DR-1064,VH-041,Suburbs,West,4.7,17.4,EUR 13.68,cash,RideGo
T22002423,21/09/2025 02:16,DR-1015,VH-008,North,East,7.68,26.5,EUR 19.65,Card,RideGo
T22002424,05/09/2025 06:32,DR-1053,VH-037,West,East,4.85,17.8,EUR 13.96,Card,CityHail
T22002425,08/08/2025 13:22,DR-1049,VH-040, Suburbs ,Airport,1.91,10.0,EUR 8.40,CASH,Direct
T22002426,10/11/2025 17:25,DR-1031,VH-006,Port,East,16.93,52.8,EUR 37.65,cash,RideGo
T22002427,26/07/2025 20:32,DR-1055,VH-033,North,Centre,6.01,27.3,EUR 17.96,wallet,CityHail
T22002428,11/12/2025 17:18,DR-1020,VH-041,Centre,Airport,7.36,36.2,EUR 22.00,Card,Direct
T22002429,01/10/2025 02:24,DR-1019,VH-026,West,Airport,11.18,39.0,EUR 27.18,cash,RideGo
T22002430,01/12/2025 08:25,DR-1012,VH-021,West,Airport,6.33,33.6,EUR 20.09,CASH,Direct
T22002431,11/09/2025 05:42,DR-1057,VH-038,Airport,West,11.47,31.8,EUR 25.49,Card,Direct
T22002432,03/11/2025 04:58,DR-1035,VH-037,Airport,Centre,1.13,8.0,EUR 6.94,card,RideGo
T22002433,09/10/2025 01:56,DR-1049,VH-027,Suburbs,West,8.08,39.1,EUR 23.64,Card,RideGo
T22002434,22/08/2025 18:38,DR-1062,VH-016,Airport,North,3.03,14.8,EUR 11.03,CASH,CityHail
T22002435,22/12/2025 18:20,DR-1021,VH-031,Suburbs,Port,9.47,29.9,EUR 22.66,Card,Direct
T22002436,20/10/2025 11:35,DR-1063,VH-042, West ,Suburbs,11.48,45.5,EUR 29.34,Card,RideGo
T22002437,14/08/2025 05:57,DR-1011,VH-035,Airport,Port,11.2,43.6,EUR 28.49,card,RideGo
T22002438,19/12/2025 01:21,DR-1033,VH-039,West,Centre,4.74,19.9,EUR 14.42,card,RideGo
T22002439,17/08/2025 21:49,DR-1010,VH-042,Port,West,4.11,19.2,EUR 13.50,wallet,RideGo
T22002440,02/12/2025 23:35,DR-1017,VH-034,Airport,West,10.12,33.5,EUR 24.42,CASH,RideGo
T22002441,29/10/2025 05:17,DR-1066,VH-039,East,East,16.34,66.9,EUR 40.92,card,Direct
T22002442,16/12/2025 23:31,DR-1056,VH-037,Port,East,8.08,32.9,EUR 21.90,cash,RideGo
T22002443,23/09/2025 16:44,DR-1018,VH-010,Airport,West,1.97,9.6,EUR 8.35,Card,RideGo
T22002444,30/11/2025 23:45,DR-1037,VH-034,Suburbs,East,6.31,29.7,EUR 18.97,cash,CityHail
T22002445,09/08/2025 21:01,DR-1065,VH-016,East,Suburbs,3.98,19.4,EUR 13.41,cash,Direct
T22002446,15/07/2025 05:37,DR-1025,VH-038,Centre,Port,3.9,14.2,EUR 11.86,card,RideGo
T22002447,08/12/2025 17:39,DR-1061,VH-024, West ,Suburbs,8.43,42.4,EUR 24.97,CASH,CityHail
T22002448,28/09/2025 05:05,DR-1023,VH-007,Airport,North,4.32,16.3,EUR 12.93,cash,Direct
T22002449,01/08/2025 06:00,DR-1005,VH-008,East,Centre,3.61,12.0,EUR 10.91,CASH,RideGo
T22002450,04/07/2025 14:27,DR-1034,VH-027, West ,Port,5.61,26.3,EUR 17.22,wallet,RideGo
T22002451,11/08/2025 10:50,DR-1043,VH-020,East,Centre,9.27,41.5,EUR 25.68,card,RideGo
T22002452,26/10/2025 02:02,DR-1058,VH-026, Suburbs ,Airport,9.78,44.9,EUR 27.22,cash,RideGo
T22002453,13/11/2025 03:34,DR-1008,VH-033, West ,North,8.48,31.2,EUR 21.89,wallet,CityHail
T22002454,08/11/2025 01:50,DR-1037,VH-021,East,East,2.67,10.7,EUR 9.47,CASH,CityHail
T22002455,08/09/2025 02:41,DR-1015,VH-033,Airport,North,6.13,22.3,EUR 16.69,cash,Direct
T22002456,17/11/2025 16:14,DR-1065,VH-004,Airport,Suburbs,6.12,27.1,EUR 18.03,wallet,Direct
T22002457,14/08/2025 23:38,DR-1011,VH-012,West,East,4.07,19.5,EUR 13.54,card,RideGo
T22002458,31/12/2025 16:03,DR-1047,VH-019,West,North,17.1,52.6,EUR 37.79,card,RideGo
T22002459,01/09/2025 20:23,DR-1044,VH-030,Port,Port,6.7,21.7,EUR 17.18,card,CityHail
T22002460,15/11/2025 15:08,DR-1043,VH-006,Port,East,9.05,33.0,EUR 23.05,CASH,RideGo
T22002461,22/09/2025 23:53,DR-1052,VH-032,West,East,5.3,23.3,EUR 16.02,Card,CityHail
T22002462,13/09/2025 10:09,DR-1041,VH-005, Airport ,Port,11.18,49.3,EUR 30.06,Card,RideGo
T22002463,27/11/2025 00:04,DR-1062,VH-021,Port,Centre,4.99,27.0,EUR 16.70,wallet,CityHail
T22002464,19/11/2025 19:48,DR-1030,VH-037,North,Port,5.43,21.7,EUR 15.72,wallet,RideGo
T22002465,23/12/2025 10:56,DR-1057,VH-025,Suburbs,Centre,2.32,10.5,EUR 9.01,wallet,CityHail
T22002466,13/09/2025 21:14,DR-1003,VH-016,Suburbs,Port,6.81,28.3,EUR 19.16,card,RideGo
T22002467,18/12/2025 11:12,DR-1062,VH-019,Suburbs,Centre,4.58,21.2,EUR 14.60,cash,RideGo
T22002468,01/08/2025 21:09,DR-1061,VH-018,Airport,Suburbs,3.86,17.5,EUR 12.74,card,RideGo
T22002469,11/11/2025 12:43,DR-1065,VH-004,East,Port,11.73,43.8,EUR 29.15,Card,RideGo
T22002470,10/08/2025 15:39,DR-1019,VH-009,East,Port,0.89,6.4,EUR 6.22,CASH,CityHail
T22002471,17/11/2025 19:26,DR-1062,VH-017, East ,Airport,3.54,16.0,EUR 11.95,wallet,RideGo
T22002472,28/12/2025 01:16,DR-1060,VH-031,East,Suburbs,6.82,31.2,EUR 19.98,CASH,Direct
T22002473,13/11/2025 01:49,DR-1042,VH-001,North,Centre,9.29,25.3,EUR 21.17,CASH,RideGo
T22002474,05/10/2025 01:07,DR-1043,VH-014,Port,West,2.04,12.4,EUR 9.22,cash,CityHail
T22002475,25/11/2025 05:45,DR-1046,VH-019,East,Suburbs,3.69,16.5,EUR 12.26,Card,CityHail
T22002476,21/09/2025 21:46,DR-1052,VH-041,East,Centre,4.67,22.3,EUR 15.01,wallet,Direct
T22002477,02/11/2025 05:52,DR-1050,VH-016,West,North,5.2,16.9,EUR 14.11,wallet,CityHail
T22002478,21/11/2025 12:32,DR-1063,VH-040,East,West,3.91,21.0,EUR 13.78,CASH,CityHail
T22002479,09/12/2025 08:30,DR-1019,VH-027,North,East,4.74,17.0,EUR 13.61,Card,CityHail
T22002480,10/09/2025 14:04,DR-1014,VH-030,North,Airport,4.48,14.2,EUR 12.53,card,Direct
T22002481,23/12/2025 09:34,DR-1047,VH-015,Suburbs,North,3.41,10.4,EUR 10.23,wallet,RideGo
T22002482,04/10/2025 13:53,DR-1026,VH-035,Centre,Airport,5.68,18.0,EUR 14.97,card,CityHail
T22002483,03/12/2025 09:07,DR-1003,VH-002,Suburbs,NULL,7.48,32.6,EUR 21.13,wallet,RideGo
T22002484,22/10/2025 22:34,DR-1020,VH-022, Suburbs ,Airport,6.84,32.3,EUR 20.31,cash,Direct
T22002485,08/10/2025 13:54,DR-1047,VH-010,Centre,Centre,0.88,6.3,EUR 6.18,CASH,CityHail
T22002486,26/12/2025 02:35,DR-1042,VH-020,Suburbs,West,4.87,23.5,EUR 15.58,Card,Direct
T22002487,20/09/2025 02:05,DR-1062,VH-003,Suburbs,Suburbs,21.67,70.9,EUR -12.50,Card,RideGo
T22002488,15/10/2025 19:39,DR-1056,VH-030,Centre,West,9.4,44.2,EUR 26.59,Card,RideGo
T22002489,19/07/2025 11:46,DR-1012,VH-012,Suburbs,Port,23.37,108.1,EUR 60.54,wallet,RideGo
T22002490,12/09/2025 15:43,DR-1064,VH-004,Suburbs,Centre,1.79,9.5,EUR 8.12,Card,CityHail
T22002491,28/08/2025 18:27,DR-1046,VH-010,Suburbs,Port,7.02,30.6,EUR 20.04,CASH,Direct
T22002492,21/07/2025 11:29,DR-1044,VH-009, North ,East,13.79,66.8,EUR 37.96,cash,Direct
T22002493,24/09/2025 04:05,DR-1005,VH-037,Port,Airport,9.1,28.0,EUR 21.70,CASH,CityHail
T22002494,18/12/2025 13:53,DR-1036,VH-005,Airport,West,6.71,34.1,EUR 20.66,CASH,Direct
T22002495,29/07/2025 10:32,DR-1031,VH-026,Airport,Suburbs,5.02,23.5,EUR 15.75,cash,RideGo
T22002496,19/08/2025 04:22,DR-1040,VH-010,West,Centre,2.06,13.4,EUR 9.52,card,CityHail
T22002497,19/11/2025 09:30,DR-1014,VH-030,North,Suburbs,4.24,23.5,EUR 14.86,card,CityHail
T22002498,20/11/2025 07:39,DR-1048,VH-023,Suburbs,Centre,9.06,25.9,EUR 21.07,card,RideGo
T22002499,03/09/2025 17:31,DR-1027,VH-039,Port,East,4.27,15.1,EUR 12.54,CASH,RideGo
T22002500,04/12/2025 10:39,DR-1040,VH-002,West,West,10.08,36.5,EUR 25.21,Card,RideGo
T22002501,05/08/2025 15:36,DR-1042,VH-036,Port,Centre,15.44,43.4,EUR 33.31,cash,Direct
T22002502,18/12/2025 15:58,DR-1051,VH-005,East,Centre,10.07,26.4,EUR 22.37,CASH,RideGo
